No.,Review,aspek,span,sentimen,ordinal
407,"Tempat makan yg enak buat bareng keluarga atau teman2 dengan makanan yg jg enak pelayanan yg bagus ,saya rasa ini akan menjadi tempat favorit untuk kalian 😊 …",tempat,Tempat,positif,1
408,"McDonald Buah Batu tempatnya cukup nyaman. Parkir mobilnya sangat luas, tempatnya juga sangat strategis deket sama ATM, Gojek center dll.
Fasilitas yang ditawarkan pun cukup lengkap colokan, wifi, toilet, dan meja …",tempat,tempatnya,positif,1
408,"McDonald Buah Batu tempatnya cukup nyaman. Parkir mobilnya sangat luas, tempatnya juga sangat strategis deket sama ATM, Gojek center dll.
Fasilitas yang ditawarkan pun cukup lengkap colokan, wifi, toilet, dan meja …",tempat,tempatnya,positif,1
409,"Tempat yang enak buat nongkrong. Good atmosphere. Rekomended banget buat melepas penat bersama teman kerja atau keluarga, bersama bocil2 lebih seru ice creamnya lo!",tempat,Tempat,positif,0
410,enakk banget makanannyaaaa tempatnya juga nyaman pelayanannya juga ramah bangett,tempat,tempatnya,positif,0
410,enakk banget makanannyaaaa tempatnya juga nyaman pelayanannya juga ramah bangett,pelayanan,pelayanannya,positif,0
411,"Selalu jadi solusi kalo udah gak tau mau makan apa. Menu Ayam spicy-nya bikin gak bisa move on dan nggak bisa nggak pesen french fries tiap kesini. tempat parkirannya lega, antrian drive thru, driver ojol yang ngambil pesenan dan dine in pastinya udah dipisah. Jadi ngantri pun nyaman.",tempat,tempat,positif,0
412,"Tempat Favorit buat makan santai bareng temen, keluarga pilihan menu beragam lokasi pun juga strategis.
Ada menu baru juga yang wajib buat dicoba guys. …",tempat,Tempat,positif,0
413,"Lokasi strategis, servise cepat dan tepat. Sangat memuaskan.

Makanan disajikan selalu segar dan hangat. Sangat direkomendasikan untuk tempat meeting Point.",tempat,tempat,positif,0
414,tempatnya sangat bersih dan nyaman  buat nongrong ank muda atau org tua pelayananya jg memuaskan,tempat,tempatnya,positif,0
414,tempatnya sangat bersih dan nyaman  buat nongrong ank muda atau org tua pelayananya jg memuaskan,pelayanan,pelayananya,positif,0
415,"Makanannya enak, pelayanannya ramah pokoknya bikin seneng beli makanan disini pengen balik lagi",pelayanan,pelayanannya,positif,0
416,"Makanan seperti biasanya, memuaskan!
Pelayanan ramah banget. Nyaman juga sama suasananya. Bisa jadi rekomendasi pilihan buat yg nyari tempat nongkrong ataupun makan.",pelayanan,Pelayanan,positif,0
416,"Makanan seperti biasanya, memuaskan!
Pelayanan ramah banget. Nyaman juga sama suasananya. Bisa jadi rekomendasi pilihan buat yg nyari tempat nongkrong ataupun makan.",tempat,tempat,positif,0
417,Tempat nyaman makanan SDH pasti enak pokoknya recommended,tempat,Tempat,positif,0
418,"Jika kalian sedang berencana mencari tempat kumpul bersama keluarga tercinta ,maka kalian wajib coba restoran McDonalds Bandung. Restoran ini mengedepankan kualitas rasa ,kesegaran makanan ,peleyanan yang ramah dan sigap serta fasilitas yang cukup memadai.",tempat,tempat,positif,0
418,"Jika kalian sedang berencana mencari tempat kumpul bersama keluarga tercinta ,maka kalian wajib coba restoran McDonalds Bandung. Restoran ini mengedepankan kualitas rasa ,kesegaran makanan ,peleyanan yang ramah dan sigap serta fasilitas yang cukup memadai.",rasa,rasa,positif,0
419,"makanan nya lezat, pelayanan ny juga tanggap dan ramah saya beri bintang 5. top banhet deh pokoknya",pelayanan,pelayanan,positif,0
420,"Tempat yang sangat nyaman untuk mensantap hidangan pagi, siang dan Malam bersama orang tersayang. Paling rekomendasi untuk kita semua, tempat yang sangat bersih aman dan nyaman tentunya. 😍😍😍 …",tempat,Tempat,positif,1
421,Tempat sangat nyaman pelayanan ramah bersih berbagai menu siap dilayani rasa tak terkalahkan sesuai selera sekali coba pasti balik lagi,tempat,Tempat,positif,0
421,Tempat sangat nyaman pelayanan ramah bersih berbagai menu siap dilayani rasa tak terkalahkan sesuai selera sekali coba pasti balik lagi,pelayanan,pelayanan,positif,0
421,Tempat sangat nyaman pelayanan ramah bersih berbagai menu siap dilayani rasa tak terkalahkan sesuai selera sekali coba pasti balik lagi,rasa,rasa,positif,0
422,"Tempat favorit untuk makan kapanpun, baik bersama keluarga ataupun teman kerja dan sahabat. Banyak pilihan menu dengan harga terjangkau dan pelayanan cepat juga ramah",tempat,Tempat,positif,0
422,"Tempat favorit untuk makan kapanpun, baik bersama keluarga ataupun teman kerja dan sahabat. Banyak pilihan menu dengan harga terjangkau dan pelayanan cepat juga ramah",harga,harga,positif,0
422,"Tempat favorit untuk makan kapanpun, baik bersama keluarga ataupun teman kerja dan sahabat. Banyak pilihan menu dengan harga terjangkau dan pelayanan cepat juga ramah",pelayanan,pelayanan,positif,0
423,Sangat Menyenangkan berada di sini membawa Bocah kecil sambil makan dan bermain. Bila terburu-buru ada layanan Drive Thruu yang bisa langsung pesan bayar melalui kendaraan kita.  Pelayanan Rumah dan Cekatan. Pilihan bagus untuk makan dan bersantai bersama teman dan keluarga,pelayanan,Pelayanan,positif,0
424,"Tempat yang nyaman untuk menghabiskan waktu bersama teman, makanannya pun enak dan bervariasi,
Saat membawa anak kecil juga menjadi tempat yg menyenangkan",tempat,Tempat,positif,1
425,"Terima Kasih Mc donald , Dengan Pelayanan Terbaik ,Suasanna Restoran Yang Nyaman dan serta Makanan Yang Sangat Enak , Apalagi Menu makanan MCspicy Korean Burger Sangat Enak sekali dengan cita rasa dan bumbu yang pas , menjadi salah satu …",pelayanan,Pelayanan,positif,0
425,"Terima Kasih Mc donald , Dengan Pelayanan Terbaik ,Suasanna Restoran Yang Nyaman dan serta Makanan Yang Sangat Enak , Apalagi Menu makanan MCspicy Korean Burger Sangat Enak sekali dengan cita rasa dan bumbu yang pas , menjadi salah satu …",rasa,rasa,positif,0
426,"Rekomended pelayanannya ramah, tempat bersih dan makanannya as always selalu bikin nagih",pelayanan,pelayanannya,positif,0
426,"Rekomended pelayanannya ramah, tempat bersih dan makanannya as always selalu bikin nagih",tempat,tempat,positif,0
427,Tempatnya nyaman banget...dan makanannya enak2  semua.,tempat,Tempatnya,positif,0
428,"Pernah sekali makan di tempat ini,menurut saya tempat ini bagus sekali karena tempatnya strategis tidak jauh juga dari kampus.Dan banyak mahasiswa juga berkunjung ketempat ini saat jam istirahat kuliah karena memang tempatnya berdekatan dengan kampus.",tempat,tempat,netral,0
428,"Pernah sekali makan di tempat ini,menurut saya tempat ini bagus sekali karena tempatnya strategis tidak jauh juga dari kampus.Dan banyak mahasiswa juga berkunjung ketempat ini saat jam istirahat kuliah karena memang tempatnya berdekatan dengan kampus.",tempat,tempat,positif,0
428,"Pernah sekali makan di tempat ini,menurut saya tempat ini bagus sekali karena tempatnya strategis tidak jauh juga dari kampus.Dan banyak mahasiswa juga berkunjung ketempat ini saat jam istirahat kuliah karena memang tempatnya berdekatan dengan kampus.",tempat,tempatnya,positif,1
428,"Pernah sekali makan di tempat ini,menurut saya tempat ini bagus sekali karena tempatnya strategis tidak jauh juga dari kampus.Dan banyak mahasiswa juga berkunjung ketempat ini saat jam istirahat kuliah karena memang tempatnya berdekatan dengan kampus.",tempat,ketempat,netral,0
429,"Rasanya enak dan disukai anak-anak, mudah didapat dimanapun, akses nya gampang baik pesan dari rumah atau datangin tempat nya, banyak pilihan makanan nya sekarang bukan hamburger, burger keju, dan kentang gorengnya saja, mereka juga …",rasa,Rasanya,positif,0
429,"Rasanya enak dan disukai anak-anak, mudah didapat dimanapun, akses nya gampang baik pesan dari rumah atau datangin tempat nya, banyak pilihan makanan nya sekarang bukan hamburger, burger keju, dan kentang gorengnya saja, mereka juga …",tempat,tempat,positif,0
430,"Pelayanannya ramah, makasih Akang Teteh, makanannya juga lebih suka di sini ketimbang di kota asal. Suasananya cukup ramai, tapi nyaman. Banyak anak kuliahan di sini, satu indikator penting tempat ini ramah mahasiswa ☺",pelayanan,Pelayanannya,positif,0
430,"Pelayanannya ramah, makasih Akang Teteh, makanannya juga lebih suka di sini ketimbang di kota asal. Suasananya cukup ramai, tapi nyaman. Banyak anak kuliahan di sini, satu indikator penting tempat ini ramah mahasiswa ☺",tempat,tempat,positif,0
431,"Makanan disini semuanya enak, pelayanannya juga bagus, suasana makan disini sangat nyaman, nyaman untuk mengajak rekan dan teman teman, sahabat untuk berkumpul. Pokoknya rekomen banget untuk kalian datang kesini. Thanks",pelayanan,pelayanannya,positif,0
432,"Pengalaman saya makan disana sangat menarik, ketika datang langsung dilayani dengan baik oleh karyawan. Beberapa menu favorit sangat enak serta suasana tidak membosankan seperti tempat yang lain",tempat,tempat,positif,0
433,"Tempat makan yang recomended banget buat kalian. Tempatnya nyaman, bersih, pelayanannya baik, dan tentunya anda bisa dapat banyak promo menarik. Selamat berbelanja di McDonal's.",tempat,Tempat,positif,0
433,"Tempat makan yang recomended banget buat kalian. Tempatnya nyaman, bersih, pelayanannya baik, dan tentunya anda bisa dapat banyak promo menarik. Selamat berbelanja di McDonal's.",tempat,Tempatnya,positif,0
433,"Tempat makan yang recomended banget buat kalian. Tempatnya nyaman, bersih, pelayanannya baik, dan tentunya anda bisa dapat banyak promo menarik. Selamat berbelanja di McDonal's.",pelayanan,pelayanannya,positif,0
434,"makanan yang enak , tempat yang nyaman , dan semuanya bersih.
terfavorit",tempat,Tempat,positif,0
435,"Tempat yg begitu strategis dekat dengan jalan besar, parkiran luas, dengan menu MCD yg baru, tidak menunggu waktu lama ketika memesan makanan, pegawainya ramah dan cekatan",tempat,Tempat,positif,0
436,Makanan pas selera. tempatnya bagus bersih cocok buat nongkrong milenial masa kini. Layanan juga sangat baik pesanan diminta langsung segera disiapkan,tempat,tempatnya,positif,0
437,"tempat nyaman dan pelayanan yang memuaskan, makanan enak",tempat,tempat,positif,0
437,"tempat nyaman dan pelayanan yang memuaskan, makanan enak",pelayanan,pelayanan,positif,0
438,"Pelayanannya cepat dan efisien. Suasananya juga nyaman dan bersih, cocok untuk keluarga kecilku. Terjangkau dan worthed banget dengan pelayanannya Overall, sangat recommended buat siapa aja yang pengen makan enak, cepat, dan praktis",pelayanan,Pelayanannya,positif,1
439,"Saya suka tempatnya, dari segi fasilitas sangat memadai dan ramah lingkungan. Dari segi makanan tidak diragukan lagi dong. Terkadang mampir kesini bareng keluarga dan trman",tempat,tempatnya,positif,0
440,"Berlibur dibandung dengan keluarga, sangat menyenangkan, anak anak selalu lapar dijalan, sudah pasti mampir ke MC Donalds buah batu ...parkir yang luas dan nyaman dan pelayanan yang cepat menjadi pilihan utama",pelayanan,pelayanan,positif,0
441,"Tempat nya bersih banget, pelayanan nya jg bagus, semua kryawan ramah...parkir jg luas...jd klo ksni sm anak2 bikin nyaman klo dinein...
Di sana jg ad jalur khurur drive through nya.... jd bkn yg mau take away g perlu turun dr kendaraan....",tempat,Tempat,positif,0
441,"Tempat nya bersih banget, pelayanan nya jg bagus, semua kryawan ramah...parkir jg luas...jd klo ksni sm anak2 bikin nyaman klo dinein...
Di sana jg ad jalur khurur drive through nya.... jd bkn yg mau take away g perlu turun dr kendaraan....",pelayanan,pelayanan,positif,0
442,"McDonald's Bandung Buah Batu tempat Favorite keluarga kami, dengan suasana yang nyaman, cozy, dan parkir kendaraan yang cukup luas, serta layanan petugas yang ramah. …",tempat,tempat,positif,0
443,"Pelayanan nya bagus,pegawai nya ramah2&murah senyum
Harga nya sesuai dengan kantong mahasiswa.suasana resto nya sangat adem&bnyak2 buat spot selfie",pelayanan,Pelayanan,positif,0
443,"Pelayanan nya bagus,pegawai nya ramah2&murah senyum
Harga nya sesuai dengan kantong mahasiswa.suasana resto nya sangat adem&bnyak2 buat spot selfie",harga,Harga,positif,0
444,"Rasa enak seperti mcd pada umumnya, tempat juga cukup luas ada 2 lantai indoor dan outdoor. Pelayanan juga cepat",rasa,Rasa,netral,0
444,"Rasa enak seperti mcd pada umumnya, tempat juga cukup luas ada 2 lantai indoor dan outdoor. Pelayanan juga cepat",tempat,tempat,positif,0
444,"Rasa enak seperti mcd pada umumnya, tempat juga cukup luas ada 2 lantai indoor dan outdoor. Pelayanan juga cepat",pelayanan,Pelayanan,positif,0
445,"Saya sangat puas dengan semua nya..mulai dari makanan nya yang enak, pelayanan nya cepat dan ramah.. rekomendasi yang bingung cari tempat nongkrong dan makanan .. jangan lupa singgah di restoran yang satu ini",pelayanan,pelayanan,positif,0
445,"Saya sangat puas dengan semua nya..mulai dari makanan nya yang enak, pelayanan nya cepat dan ramah.. rekomendasi yang bingung cari tempat nongkrong dan makanan .. jangan lupa singgah di restoran yang satu ini",tempat,tempat,positif,0
447,"Pelayanan ramah dan cepat, makanannya seperti biasa enak. Dan menjadi salah satu tempat favorite buat Lunch..",pelayanan,Pelayanan,positif,0
447,"Pelayanan ramah dan cepat, makanannya seperti biasa enak. Dan menjadi salah satu tempat favorite buat Lunch..",tempat,tempat,positif,0
448,"Tempatnya bersih,  pelayanan baik,  sangat cocok untuk acara keluarga atau bersama teman2. Coba buka di desa jangan di kota besar aja , mantab.",tempat,Tempatnya,positif,0
448,"Tempatnya bersih,  pelayanan baik,  sangat cocok untuk acara keluarga atau bersama teman2. Coba buka di desa jangan di kota besar aja , mantab.",pelayanan,pelayanan,positif,0
449,"tempatnya bersih cocok banget bareng keluarga, pokoknya recommended banget deh",tempat,tempatnya,positif,0
450,"Tempatnya bersih dan nyaman, enak buat nongkrong, kumpul keluarga dan bisa juga untuk santai sambil buka laptop , pelayanannya ramah dan area parkir luas.",tempat,Tempatnya,positif,0
450,"Tempatnya bersih dan nyaman, enak buat nongkrong, kumpul keluarga dan bisa juga untuk santai sambil buka laptop , pelayanannya ramah dan area parkir luas.",pelayanan,pelayanannya,positif,0
451,"saya pernah diajak teman makan di tempat ini. menurut saya sih untuk pelayanan menu makan McD ya.. sama sih ya. tpi yang bikin saya suka di tempat ini ya view nya bagus. apalagi kalo makan di sini dijam2 senja. cita rasa dari menu makanannya french fries, double choco pie dan lain lain good lah.",tempat,tempat,netral,0
451,"saya pernah diajak teman makan di tempat ini. menurut saya sih untuk pelayanan menu makan McD ya.. sama sih ya. tpi yang bikin saya suka di tempat ini ya view nya bagus. apalagi kalo makan di sini dijam2 senja. cita rasa dari menu makanannya french fries, double choco pie dan lain lain good lah.",pelayanan,pelayanan,netral,0
451,"saya pernah diajak teman makan di tempat ini. menurut saya sih untuk pelayanan menu makan McD ya.. sama sih ya. tpi yang bikin saya suka di tempat ini ya view nya bagus. apalagi kalo makan di sini dijam2 senja. cita rasa dari menu makanannya french fries, double choco pie dan lain lain good lah.",tempat,tempat,positif,0
451,"saya pernah diajak teman makan di tempat ini. menurut saya sih untuk pelayanan menu makan McD ya.. sama sih ya. tpi yang bikin saya suka di tempat ini ya view nya bagus. apalagi kalo makan di sini dijam2 senja. cita rasa dari menu makanannya french fries, double choco pie dan lain lain good lah.",rasa,rasa,positif,0
453,"Di sini tempatnya sangat nyaman ,pelayanannya juga sangat ramah . makanannya juga sangat enak , dan yang paling penting harganya juga sangat pas di kantong .. pokonya Recommended banget deh 👍👍 …",tempat,tempatnya,positif,0
453,"Di sini tempatnya sangat nyaman ,pelayanannya juga sangat ramah . makanannya juga sangat enak , dan yang paling penting harganya juga sangat pas di kantong .. pokonya Recommended banget deh 👍👍 …",harga,harganya,positif,0
453,"Di sini tempatnya sangat nyaman ,pelayanannya juga sangat ramah . makanannya juga sangat enak , dan yang paling penting harganya juga sangat pas di kantong .. pokonya Recommended banget deh 👍👍 …",pelayanan,pelayanannya,positif,0
454,"Pelayanannya cukup bagus, tepat waktu, dan tempatnya bersih. Yang jadi bagian favorit saya ialah makanannya sesuai ekspetasi saya. 😊 …",pelayanan,Pelayanannya,positif,0
454,"Pelayanannya cukup bagus, tepat waktu, dan tempatnya bersih. Yang jadi bagian favorit saya ialah makanannya sesuai ekspetasi saya. 😊 …",tempat,tempatnya,positif,0
455,pelayanan yang sangat ramah dan memuaskan. serta makanan yg higienis.  semoga akan selalu menjadi tempat makan favorit bagi seluruh masyarakat Indonesia,pelayanan,pelayanan,positif,0
